time , aircraft_id ,type,lat,lon
40,6,B747,53.43950021825957,26.422740762773756
40,7,B747,46.564001801867484,33.296242390034024
40,8,B747,60.36666159508671,41.54828278140776
40,9,B747,61.03752440432954,41.13501062802031
40,10,B747,60.58593103569532,40.15773319471106
50,1,B747,60.0,30.22094982843671
50,2,B747,60.085164312313225,31.556908850615727
50,3,B747,60.613330606301716,30.702514640006406
50,4,B747,59.984132783944354,30.2025281887629
50,5,B747,60.06930382947716,31.537845917160766
50,6,B747,53.421236735470714,26.42294108987023
50,7,B747,46.580413388830735,33.28458404288327
50,8,B747,60.3846479986226,41.541866630060994
50,9,B747,61.02578461318723,41.106123743017285
50,10,B747,60.59217764808889,40.19268256323952
60,1,B747,60.0,30.254144688193453
60,2,B747,60.099538108225424,31.54026456966044
60,3,B747,60.59895681038952,30.68560682509589
60,4,B747,59.984132783944354,30.235707134987255
60,5,B747,60.083677625389356,31.521209642040763
60,6,B747,53.40463966002009,26.423123064350136
60,7,B747,46.595327540213695,33.273986387117525
60,8,B747,60.400993276246886,41.536032845732215
60,9,B747,61.015115990908754,41.07988179649865
60,10,B747,60.597854303434744,40.22444889645826
70,1,B747,60.0,30.286879994632937
70,2,B747,60.11371291171405,31.523843606048555
70,3,B747,60.58478200690089,30.668940448597773
70,4,B747,59.984132783944354,30.26842674820306
70,5,B747,60.097852428877985,31.504796581399184
70,6,B747,53.388272356321345,26.423302450097093
70,7,B747,46.61003521843205,33.26353259170067
70,8,B747,60.417112268036284,41.5302769570279
70,9,B747,61.00459506621944,41.054011776938395
70,10,B747,60.603452370534896,40.255780919279665
80,1,B747,60.0,30.31961530107242
80,2,B747,60.12788771520268,31.507415571898775
80,3,B747,60.57060720341226,30.652281383263723
80,4,B747,59.984132783944354,30.301146361418862
80,5,B747,60.112027232366614,31.488376458149748
80,6,B747,53.3719050526226,26.42348176688884
80,7,B747,46.62474289665041,33.25307595714778
80,8,B747,60.43323125982568,41.52451821505407
80,9,B747,60.99407414153012,41.02815032730033
80,10,B747,60.60905043763505,40.287118376307276
90,1,B747,60.0,30.352350607511905
90,2,B747,60.14206251869131,31.490980460113274
90,3,B747,60.55643239992363,30.635629621663337
90,4,B747,59.984132783944354,30.333865974634666
90,5,B747,60.12620203585524,31.47194926520584
90,6,B747,53.35553774892386,26.423661014792998
90,7,B747,46.63945057486877,33.242616481226854
90,8,B747,60.44935025161508,41.518756616524286
90,9,B747,60.983553216840804,41.002297441037044
90,10,B747,60.6146485047352,40.31846126972568
100,1,B747,60.0,30.38508591395139
100,2,B747,60.15623732217994,31.47453826358417
100,3,B747,60.542257596435,30.61898515637687
100,4,B747,59.984132783944354,30.36658558785047
100,5,B747,60.14037683934387,31.45551499547081
100,6,B747,53.339170445225115,26.42384019387709
100,7,B747,46.654158253087125,33.232154161703754
100,8,B747,60.46546924340448,41.51299215814674
100,9,B747,60.97303229215149,40.97645311160815
100,10,B747,60.62024657183535,40.349809601720715
110,1,B747,60.0,30.417821220390874
110,2,B747,60.17041212566857,31.45808897519351
110,3,B747,60.52808279294637,30.60234797999523
110,4,B747,59.984132783944354,30.399305201066273
110,5,B747,60.1545516428325,31.439073641837975
110,6,B747,53.32280314152637,26.424019304208553
110,7,B747,46.66886593130548,33.22168899634211
110,8,B747,60.481588235193875,41.50722483662429
110,9,B747,60.96251136746217,40.95061733248039
110,10,B747,60.625844638935504,40.38116337447946
120,1,B747,60.0,30.450556526830358
120,2,B747,60.1845869291572,31.44163258781328
120,3,B747,60.51390798945774,30.585718085119932
120,4,B747,59.984132783944354,30.432024814282077
120,5,B747,60.16872644632113,31.422625197190587
120,6,B747,53.30643583782763,26.424198345854737
120,7,B747,46.68357360952384,33.21122098290334
120,8,B747,60.49770722698327,41.50145464865443
120,9,B747,60.95199044277285,40.92479009712753
120,10,B747,60.631442706035656,40.41252259019026
130,1,B747,60.0,30.483291833269842
130,2,B747,60.19876173264583,31.425169094305343
130,3,B747,60.49973318596911,30.56909546436311
130,4,B747,59.984132783944354,30.46474442749788
130,5,B747,60.18290124980976,31.406169654401825
130,6,B747,53.290068534128885,26.424377318882886
130,7,B747,46.6982812877422,33.20075011914669
130,8,B747,60.51382621877267,41.495681590929244
130,9,B747,60.94146951808354,40.898971399030394
130,10,B747,60.63704077313581,40.44388725104264
140,1,B747,60.0,30.516027139709326
140,2,B747,60.21293653613446,31.408698487521445
140,3,B747,60.485558382480484,30.552480110347457
140,4,B747,59.984132783944354,30.497464040713684
140,5,B747,60.19707605329839,31.38970700633476
140,6,B747,53.27370123043014,26.424556223360185
140,7,B747,46.712988965960555,33.19027640282916
140,8,B747,60.52994521056207,41.48990566013547
140,9,B747,60.93094859339422,40.87316123167685
140,10,B747,60.64263884023596,40.475257359227435
150,1,B747,60.0,30.54876244614881
150,2,B747,60.227111339623086,31.3922207603032
150,3,B747,60.471383578991855,30.53587201570624
150,4,B747,59.984132783944354,30.530183653929488
150,5,B747,60.21125085678702,31.373237245842343
150,6,B747,53.2573339267314,26.424735059353708
150,7,B747,46.72769664417891,33.17979983170559
150,8,B747,60.54606420235147,41.48412685295439
150,9,B747,60.9204276687049,40.84735958856179
150,10,B747,60.64823690733611,40.50663291693668
160,1,B747,60.0,30.581497752588295
160,2,B747,60.241286143111715,31.375735905482056
160,3,B747,60.457208775503226,30.519271173083258
160,4,B747,59.984132783944354,30.56290326714529
160,5,B747,60.22542566027565,31.35676036576739
160,6,B747,53.240966623032655,26.42491382693045
160,7,B747,46.74240432239727,33.16932040352856
160,8,B747,60.562183194140864,41.47834516606191
160,9,B747,60.909906744015586,40.8215664631871
160,10,B747,60.653834974436265,40.5380139263637
170,1,B747,60.0,30.61423305902778
170,2,B747,60.255460946600344,31.359243915879276
170,3,B747,60.4430339720146,30.502677575132843
170,4,B747,59.984132783944354,30.595622880361095
170,5,B747,60.239600463764276,31.340276358942564
170,6,B747,53.22459931933391,26.425092526157304
170,7,B747,46.75711200061563,33.158838116048464
170,8,B747,60.57830218593026,41.47256059612846
170,9,B747,60.89938581932627,40.79578184906172
170,10,B747,60.65943304153642,40.56940038970302
180,1,B747,60.0,30.646968365467263
180,2,B747,60.26963575008897,31.342744784305935
180,3,B747,60.42885916852597,30.486091214519814
180,4,B747,59.984132783944354,30.6283424935769
180,5,B747,60.253775267252905,31.323785218190334
180,6,B747,53.20823201563517,26.4252711571011
180,7,B747,46.771819678833985,33.14835296701345
180,8,B747,60.59442117771966,41.46677313981911
180,9,B747,60.88886489463695,40.77000573970156
180,10,B747,60.66503110863657,40.60079230915045
190,1,B747,60.0,30.679703671906747
190,2,B747,60.2838105535776,31.32623850356288
190,3,B747,60.41468436503734,30.46951208391947
190,4,B747,59.984132783944354,30.661062106792702
190,5,B747,60.267950070741534,31.307286936323
190,6,B747,53.191864711936425,26.425449719828567
190,7,B747,46.78652735705234,33.13786495416948
190,8,B747,60.61054016950906,41.4609827937934
190,9,B747,60.878343969947636,40.744238128629526
190,10,B747,60.67062917573672,40.63218968690306
200,1,B747,60.0,30.71243897834623
200,2,B747,60.29798535706623,31.309725066440738
200,3,B747,60.40050956154871,30.45294017601756
200,4,B747,59.984132783944354,30.693781720008506
200,5,B747,60.28212487423016,31.290781506142615
200,6,B747,53.17549740823768,26.425628214406345
200,7,B747,46.8012350352707,33.12737407526027
200,8,B747,60.626659161298456,41.455189554705456
200,9,B747,60.86782304525832,40.718479009375486
200,10,B747,60.67622724283687,40.663592525159125
210,1,B747,60.0,30.745174284785715
210,2,B747,60.31216016055486,31.293204465719846
210,3,B747,60.38633475806008,30.43637548351029
210,4,B747,59.984132783944354,30.72650133322431
210,5,B747,60.29629967771879,31.274268920441017
210,6,B747,53.15913010453894,26.425806640900984
210,7,B747,46.81594271348906,33.11688032802731
210,8,B747,60.64277815308785,41.44939341920389
210,9,B747,60.857302120569,40.692728375476264
210,10,B747,60.681825309937025,40.69500082611819
220,1,B747,60.0,30.7779095912252
220,2,B747,60.32633496404349,31.276676694170295
220,3,B747,60.37215995457145,30.41981799910428
220,4,B747,59.984132783944354,30.759220946440113
220,5,B747,60.31047448120742,31.25774917199978
220,6,B747,53.142762800840195,26.425984999378958
220,7,B747,46.830650391707415,33.10638371020983
220,8,B747,60.65889714487725,41.443594383931845
220,9,B747,60.846781195879686,40.66698622047568
220,10,B747,60.68742337703718,40.726414591981076
230,1,B747,60.0,30.810644897664684
230,2,B747,60.34050976753212,31.260141744551852
230,3,B747,60.35798515108282,30.403267715516538
230,4,B747,59.984132783944354,30.791940559655917
230,5,B747,60.32464928469605,31.2412222535902
230,6,B747,53.12639549714145,26.42616328990664
230,7,B747,46.84535806992577,33.09588421954489
230,8,B747,60.67501613666665,41.437792445526966
230,9,B747,60.83626027119037,40.64125253792448
230,10,B747,60.69302144413733,40.75783382494982
240,1,B747,60.0,30.843380204104168
240,2,B747,60.35468457102075,31.24359960961399
240,3,B747,60.34381034759419,30.386724625474457
240,4,B747,59.984132783944354,30.82466017287172
240,5,B747,60.33882408818468,31.224688157973286
240,6,B747,53.11002819344271,26.426341512550337
240,7,B747,46.86006574814413,33.08538185376727
240,8,B747,60.69113512845605,41.43198760062136
240,9,B747,60.82573934650105,40.61552732138036
240,10,B747,60.69861951123748,40.78925852722774
250,1,B747,60.0,30.876115510543652
250,2,B747,60.36885937450938,31.22705028209583
250,3,B747,60.329635544105564,30.370188721715806
250,4,B747,59.984132783944354,30.857379786087524
250,5,B747,60.35299889167331,31.208146877899736
250,6,B747,53.093660889743965,26.426519667376237
250,7,B747,46.87477342636249,33.07487661060951
250,8,B747,60.707254120245445,41.42617984584167
250,9,B747,60.815218421811736,40.58981056440792
250,10,B747,60.704217578337634,40.82068870101941
260,1,B747,60.0,30.908850816983136
260,2,B747,60.383034177998006,31.21049375472615
260,3,B747,60.315460740616935,30.35365999698867
260,4,B747,59.984132783944354,30.890099399303327
260,5,B747,60.36717369516194,31.191598406109904
260,6,B747,53.07729358604522,26.426697754450466
260,7,B747,46.889481104580845,33.06436848780191
260,8,B747,60.72337311203484,41.420369177808965
260,9,B747,60.80469749712242,40.564102260578686
260,10,B747,60.709815645437786,40.85212434853063
270,1,B747,60.0,30.94158612342262
270,2,B747,60.397208981486635,31.193930020223345
270,3,B747,60.301285937128306,30.337138444051455
270,4,B747,59.984132783944354,30.92281901251913
270,5,B747,60.38134849865057,31.17504273533379
270,6,B747,53.06092628234648,26.426875773839065
270,7,B747,46.9041887827992,33.05385748307254
270,8,B747,60.73949210382424,41.41455559313873
270,9,B747,60.7941765724331,40.5384024034711
270,10,B747,60.71541371253794,40.883565471968495
280,1,B747,60.0,30.974321429862105
280,2,B747,60.411383784975264,31.177359071295413
280,3,B747,60.28711113363968,30.320624055672873
280,4,B747,59.984132783944354,30.955538625734935
280,5,B747,60.395523302139196,31.158479858291035
280,6,B747,53.044558978647736,26.427053725607976
280,7,B747,46.91889646101756,33.04334359414719
280,8,B747,60.75561109561364,41.408739088440946
280,9,B747,60.783655647743785,40.5127109866705
280,10,B747,60.72101177963809,40.91501207354133
290,1,B747,60.0,31.00705673630159
290,2,B747,60.42555858846389,31.16078090063994
290,3,B747,60.27293633015105,30.30411682463191
290,4,B747,59.984132783944354,30.98825823895074
290,5,B747,60.409698105627825,31.14190976769087
290,6,B747,53.02819167494899,26.427231609823068
290,7,B747,46.93360413923592,33.032826818749434
290,8,B747,60.771730087403036,41.40291966032
290,9,B747,60.77313472305447,40.48702800376909
290,10,B747,60.72660984673824,40.946464155458735
300,1,B747,60.0,31.039792042741073
300,2,B747,60.43973339195252,31.14419550094407
300,3,B747,60.25876152666242,30.28761674371783
300,4,B747,59.984132783944354,31.020977852166542
300,5,B747,60.423872909116454,31.125332456232115
300,6,B747,53.01182437125025,26.4274094265501
300,7,B747,46.948311817454275,33.02230715460055
300,8,B747,60.78784907919243,41.39709730537469
300,9,B747,60.76261379836515,40.461353448365976
300,10,B747,60.732207913838394,40.97792171993157
310,1,B747,60.0,31.072527349180557
310,2,B747,60.45390819544115,31.127602864884494
310,3,B747,60.24458672317379,30.27112380573012
310,4,B747,59.984132783944354,31.053697465382346
310,5,B747,60.43804771260508,31.108747916603164
310,6,B747,52.995457067551506,26.427587175854775
310,7,B747,46.96301949567263,33.01178459941956
310,8,B747,60.80396807098183,41.39127202019821
310,9,B747,60.752092873675835,40.43568731406712
310,10,B747,60.737805980938546,41.009384769171966
320,1,B747,60.0,31.10526265562004
320,2,B747,60.46808299892978,31.11100298512743
320,3,B747,60.23041191968516,30.254638003478497
320,4,B747,59.984132783944354,31.08641707859815
320,5,B747,60.45222251609371,31.09215614148195
320,6,B747,52.97908976385276,26.427764857802682
320,7,B747,46.97772717389099,33.00125915092328
320,8,B747,60.82008706277123,41.385443801378145
320,9,B747,60.74157194898652,40.41002959448534
320,10,B747,60.7434040480387,41.04085330539327
330,1,B747,60.0,31.137997962059526
330,2,B747,60.48225780241841,31.0943958543286
330,3,B747,60.21623711619653,30.238159329782864
330,4,B747,59.984132783944354,31.119136691813953
330,5,B747,60.46639731958234,31.07555712353593
330,6,B747,52.96272246015402,26.42794247245935
330,7,B747,46.99243485210935,32.99073080682621
330,8,B747,60.83620605456063,41.37961264549647
330,9,B747,60.7310510242972,40.3843802832403
330,10,B747,60.74900211513885,41.07232733081014
340,1,B747,60.0,31.17073326849901
340,2,B747,60.49643260590704,31.07778146513319
340,3,B747,60.2020623127079,30.221687777473328
340,4,B747,59.984132783944354,31.151856305029757
340,5,B747,60.48057212307097,31.058950855422076
340,6,B747,52.946355156455276,26.428120019890212
340,7,B747,47.007142530327705,32.98019956484057
340,8,B747,60.852325046350025,41.373778549129526
340,9,B747,60.720530099607885,40.358739373958514
340,10,B747,60.754600182239,41.10380684763849
350,1,B747,60.0,31.203468574938494
350,2,B747,60.51060740939567,31.061159810175873
350,3,B747,60.18788750921927,30.20522333939014
350,4,B747,59.984132783944354,31.18457591824556
350,5,B747,60.4947469265596,31.042337329786847
350,6,B747,52.92998785275653,26.428297500160607
350,7,B747,47.02185020854606,32.96966542267636
350,8,B747,60.86844403813942,41.367941508848006
350,9,B747,60.71000917491857,40.33310686027331
350,10,B747,60.760198249339155,41.13529185809548
360,1,B747,60.0,31.23620388137798
360,2,B747,60.5247822128843,31.044530882080757
360,3,B747,60.173712705730644,30.188766008383713
360,4,B747,59.984132783944354,31.217295531461364
360,5,B747,60.50892173004823,31.02571653926615
360,6,B747,52.91362054905779,26.428474913335805
360,7,B747,47.03655788676442,32.95912837804127
360,8,B747,60.88456302992882,41.362101521216914
360,9,B747,60.69948825022925,40.307482735824834
360,10,B747,60.76579631643931,41.166782364399545
370,1,B747,60.0,31.268939187817463
370,2,B747,60.538957016372926,31.02789467346137
370,3,B747,60.159537902242015,30.17231577731457
370,4,B747,59.984132783944354,31.250015144677167
370,5,B747,60.52309653353686,31.009088476485353
370,6,B747,52.897253245359046,26.42865225948098
370,7,B747,47.05126556498278,32.94858842864072
370,8,B747,60.90068202171822,41.356258582795604
370,9,B747,60.688967325539934,40.28186699426006
370,10,B747,60.77139438353946,41.198278368770396
380,1,B747,60.0,31.301674494256947
380,2,B747,60.553131819861555,31.01125117692065
380,3,B747,60.145363098753386,30.155872639053342
380,4,B747,59.984132783944354,31.28273475789297
380,5,B747,60.53727133702549,30.992453134059254
380,6,B747,52.8808859416603,26.42882953866123
380,7,B747,47.065973243201135,32.93804557217783
380,8,B747,60.916801013507616,41.350412690137745
380,9,B747,60.67844640085062,40.25625962923272
380,10,B747,60.77699245063961,41.229779873428996
390,1,B747,60.0,31.33440980069643
390,2,B747,60.567306623350184,30.994600385050898
390,3,B747,60.13118829526476,30.13943658648075
390,4,B747,59.984132783944354,31.315454371108775
390,5,B747,60.551446140514116,30.975810504592033
390,6,B747,52.86451863796156,26.429006750941546
390,7,B747,47.08068092141949,32.92749980635348
390,8,B747,60.932920005297014,41.344563839791306
390,9,B747,60.6679254761613,40.23066063440339
390,10,B747,60.78259051773976,41.26128688059758
400,1,B747,60.0,31.367145107135915
400,2,B747,60.58148142683881,30.97794229043381
400,3,B747,60.11701349177613,30.12300761248757
400,4,B747,59.984132783944354,31.34817398432458
400,5,B747,60.565620944002745,30.959160580677285
400,6,B747,52.848151334262816,26.429183896386867
400,7,B747,47.09538859963785,32.91695112886621
400,8,B747,60.94903899708641,41.33871202829855
400,9,B747,60.657404551471984,40.20507000343937
400,10,B747,60.788188584839915,41.29279939249968
410,1,B747,60.0,31.3998804135754
410,2,B747,60.59565623032744,30.961276885640387
410,3,B747,60.1028386882875,30.106585709974635
410,4,B747,59.984132783944354,31.380893597540382
410,5,B747,60.579795747491374,30.942503354897937
410,6,B747,52.83178403056407,26.429360975062036
410,7,B747,47.11009627785621,32.90639953741229
410,8,B747,60.96515798887581,41.33285725219601
410,9,B747,60.64688362678267,40.17948773001475
410,10,B747,60.79378665194007,41.32431741136005
420,1,B747,60.0,31.432615720014883
420,2,B747,60.60983103381607,30.944604163230963
420,3,B747,60.08866388479887,30.090170871852802
420,4,B747,59.984132783944354,31.413613210756186
420,5,B747,60.59397055098,30.92583881982628
420,6,B747,52.81541672686533,26.429537987031797
420,7,B747,47.124803956074565,32.89584502968572
420,8,B747,60.98127698066521,41.32699950801448
420,9,B747,60.63636270209335,40.15391380781038
420,10,B747,60.79938471904022,41.355840939404764
430,1,B747,60.0,31.465351026454368
430,2,B747,60.6240058373047,30.927924115755182
430,3,B747,60.07448908131024,30.07376309104295
430,4,B747,59.984132783944354,31.44633282397199
430,5,B747,60.60814535446863,30.90916696802391
430,6,B747,52.799049423166586,26.429714932360817
430,7,B747,47.13951163429292,32.88528760337817
430,8,B747,60.997395972454605,41.321138792279015
430,9,B747,60.625841777404034,40.128348230513886
430,10,B747,60.80498278614037,41.38736997886114
440,1,B747,60.0,31.498086332893852
440,2,B747,60.63818064079333,30.911236735751952
440,3,B747,60.06031427782161,30.057362360475928
440,4,B747,59.984132783944354,31.479052437187793
440,5,B747,60.62232015795726,30.89248779204175
440,6,B747,52.78268211946784,26.42989181111369
440,7,B747,47.15421931251128,32.87472725617903
440,8,B747,61.013514964244,41.3152751015089
440,9,B747,60.61532085271472,40.102790991819596
440,10,B747,60.81058085324052,41.41890453195777
450,1,B747,60.0,31.530821639333336
450,2,B747,60.65235544428196,30.894542015749447
450,3,B747,60.04613947433298,30.04096867309257
450,4,B747,59.984132783944354,31.511772050403597
450,5,B747,60.63649496144589,30.87580128441998
450,6,B747,52.7663148157691,26.430068623354916
450,7,B747,47.16892699072964,32.86416398577538
450,8,B747,61.0296339560334,41.30940843221765
450,9,B747,60.6047999280254,40.07724208542858
450,10,B747,60.816178920340676,41.45044460092454
460,1,B747,60.0,31.56355694577282
460,2,B747,60.66653024777059,30.877839948265066
460,3,B747,60.03196467084435,30.02458202184366
460,4,B747,59.984132783944354,31.5444916636194
460,5,B747,60.65066976493452,30.859107437688053
460,6,B747,52.74994751207036,26.430245369148913
460,7,B747,47.183634668947995,32.85359778985198
460,8,B747,61.0457529478228,41.30353878091298
460,9,B747,60.594279003336084,40.05170150504861
460,10,B747,60.82177698744083,41.48199018799259
470,1,B747,60.0,31.596292252212304
470,2,B747,60.68070505125922,30.861130525805443
470,3,B747,60.017789867355724,30.008202399689903
470,4,B747,59.984132783944354,31.577211276835204
470,5,B747,60.66484456842315,30.84240624436465
470,6,B747,52.73358020837161,26.43042204856003
470,7,B747,47.19834234716635,32.84302866609133
470,8,B747,61.061871939612196,41.29766614409683
470,9,B747,60.58375807864677,40.02616924439423
470,10,B747,60.82737505454098,41.51354129539435
480,1,B747,60.0,31.62902755865179
480,2,B747,60.694879854747846,30.844413740866393
480,3,B747,60.003615063867095,29.991829799601938
480,4,B747,59.984132783944354,31.609930890051007
480,5,B747,60.67901937191178,30.82569769695769
480,6,B747,52.71721290467287,26.430598661652503
480,7,B747,47.21305002538471,32.83245661217354
480,8,B747,61.077990931401594,41.291790518265294
480,9,B747,60.57323715395745,40.00064529718661
480,10,B747,60.83297312164113,41.545097925363514
490,1,B747,60.0,31.661762865091273
490,2,B747,60.709054658236475,30.82768958593291
490,3,B747,59.989440260378466,29.975464214560283
490,4,B747,59.984132783944354,31.64265050326681
490,5,B747,60.69319417540041,30.808981787964278
490,6,B747,52.70084560097413,26.430775208490513
490,7,B747,47.22775770360307,32.82188162577646
490,8,B747,61.09410992319099,41.285911899908655
490,9,B747,60.56271622926813,39.97512965715366
490,10,B747,60.838571188741284,41.576660080135085
500,1,B747,60.0,31.694498171530757
500,2,B747,60.723229461725104,30.810958053479144
500,3,B747,59.97526545688984,29.95910563755535
500,4,B747,59.984132783944354,31.675370116482615
500,5,B747,60.707368978889036,30.792258509870685
500,6,B747,52.68447829727538,26.430951689138148
500,7,B747,47.242465381821425,32.811303704575614
500,8,B747,61.11022891498039,41.28003028551138
500,9,B747,60.55219530457882,39.949622318029945
500,10,B747,60.844169255841436,41.6082277619453
510,1,B747,60.0,31.72723347797024
510,2,B747,60.73740426521373,30.79421913596837
510,3,B747,59.96109065340121,29.942754061587394
510,4,B747,59.984132783944354,31.70808972969842
510,5,B747,60.721543782377665,30.775527855152358
510,6,B747,52.66811099357664,26.431128103659404
510,7,B747,47.25717306003978,32.80072284624417
510,8,B747,61.12634790676979,41.27414567155204
510,9,B747,60.5416743798895,39.92412327355672
510,10,B747,60.84976732294159,41.63980097303172
520,1,B747,60.0,31.759968784409725
520,2,B747,60.75157906870236,30.777472825852982
520,3,B747,59.94691584991258,29.926409479666514
520,4,B747,59.984132783944354,31.740809342914222
520,5,B747,60.735718585866294,30.75878981627387
520,6,B747,52.6517436898779,26.4313044521182
520,7,B747,47.27188073825814,32.79013904845302
520,8,B747,61.142466898559185,41.268258054503384
520,9,B747,60.53115345520018,39.898632517481886
520,10,B747,60.85536539004174,41.671379715633165
530,1,B747,60.0,31.79270409084921
530,2,B747,60.76575387219099,30.76071911557446
530,3,B747,59.93274104642395,29.91007188481264
530,4,B747,59.984132783944354,31.773528956130026
530,5,B747,60.749893389354924,30.74204438568891
530,6,B747,52.63537638617915,26.431480734578386
530,7,B747,47.2865884164765,32.779552308870684
530,8,B747,61.15858589034858,41.262367430832235
530,9,B747,60.520632530510866,39.87315004356003
530,10,B747,60.86096345714189,41.702963991989726
540,1,B747,60.0,31.825439397288694
540,2,B747,60.77992867567962,30.743957997563356
540,3,B747,59.91856624293532,29.893741270055493
540,4,B747,59.984132783944354,31.80624856934583
540,5,B747,60.76406819284355,30.72529155584025
540,6,B747,52.61900908248041,26.43165695110371
540,7,B747,47.301296094694855,32.76896262516337
540,8,B747,61.17470488213798,41.256473796999565
540,9,B747,60.51011160582155,39.84767584555235
540,10,B747,60.866561524242044,41.73455380434281
550,1,B747,60.0,31.858174703728178
550,2,B747,60.79410347916825,30.72718946423926
550,3,B747,59.90439143944669,29.87741762843457
550,4,B747,59.984132783944354,31.838968182561633
550,5,B747,60.77824299633218,30.708531319159743
550,6,B747,52.60264177878167,26.43183310175785
550,7,B747,47.31600377291321,32.75836999499496
550,8,B747,61.19082387392738,41.250577149460426
550,9,B747,60.49959068113223,39.822209917226694
550,10,B747,60.8721595913422,41.76614915493509
560,1,B747,60.0,31.890910010167662
560,2,B747,60.80827828265688,30.7104135080108
560,3,B747,59.89021663595806,29.861100952999156
560,4,B747,59.984132783944354,31.871687795777436
560,5,B747,60.79241779982081,30.691763668068287
560,6,B747,52.586274475082924,26.43200918660439
560,7,B747,47.33071145113157,32.747774416026964
560,8,B747,61.206942865716776,41.24467748466395
560,9,B747,60.489069756442916,39.79675225235753
560,10,B747,60.87775765844235,41.797750046010535
570,1,B747,60.0,31.923645316607146
570,2,B747,60.82245308614551,30.693630121275604
570,3,B747,59.87604183246943,29.844791236808266
570,4,B747,59.984132783944354,31.90440740899324
570,5,B747,60.80659260330944,30.674988594975826
570,6,B747,52.56990717138418,26.432185205706848
570,7,B747,47.34541912934993,32.73717588591857
570,8,B747,61.223061857506174,41.23877479905333
570,9,B747,60.4785488317536,39.77130284472594
570,10,B747,60.8833557255425,41.82935647981437
580,1,B747,60.0,31.95638062304663
580,2,B747,60.83662788963414,30.67683929642029
580,3,B747,59.861867028980804,29.82848847293066
580,4,B747,59.984132783944354,31.937127022209044
580,5,B747,60.82076740679807,30.65820609228128
580,6,B747,52.55353986768544,26.43236115912865
580,7,B747,47.360126807568285,32.72657440232663
580,8,B747,61.23918084929557,41.232869089065844
580,9,B747,60.46802790706428,39.745861688119604
580,10,B747,60.88895379264265,41.86096845859314
590,1,B747,60.0,31.989115929486115
590,2,B747,60.850802693122766,30.66004102582043
590,3,B747,59.847692225492175,29.812192654444782
590,4,B747,59.984132783944354,31.969846635424847
590,5,B747,60.8349422102867,30.641416152372578
590,6,B747,52.537172563986694,26.43253704693314
590,7,B747,47.37483448578664,32.71596996290561
590,8,B747,61.25529984108497,41.22696035113277
590,9,B747,60.457506982374966,39.72042877633282
590,10,B747,60.894551859742805,41.89258598459465
600,1,B747,60.0,32.021851235925624
600,2,B747,60.864977496611395,30.643235301840534
600,3,B747,59.833517422003546,29.795903774438795
600,4,B747,59.984132783944354,32.002566248640655
600,5,B747,60.84911701377533,30.62461876762661
600,6,B747,52.52080526028795,26.432712869183582
600,7,B747,47.389542164005,32.70536256530769
600,8,B747,61.27141883287437,41.22104858167944
600,9,B747,60.44698605768565,39.69500410316646
600,10,B747,60.90014992684296,41.92420906006803
610,1,B747,60.0,32.05458654236514
610,2,B747,60.879152300100024,30.626422116834036
610,3,B747,59.819342618514916,29.779621826010526
610,4,B747,59.984132783944354,32.03528586185646
610,5,B747,60.863291817263956,30.607813930409208
610,6,B747,52.50443795658921,26.43288862594316
610,7,B747,47.40424984222336,32.694752207182624
610,8,B747,61.287537824663765,41.2151337771252
